val_loss,loss,lr
3.665361928939819,4.265442770432661,0.0010000000474974513
3.5445929527282716,3.5021540940126634,0.0010000000474974513
3.4550448417663575,3.3085411920904475,0.0010000000474974513
3.2753578662872314,3.203885933932136,0.0010000000474974513
3.18998327255249,3.1113207034248718,0.0010000000474974513
3.225239944458008,3.074596294107284,0.0010000000474974513
3.19059681892395,3.021685398836187,0.0010000000474974513
3.2355996131896974,2.9323440847549844,0.0005000000237487257
3.0760844230651854,2.908642606939224,0.0005000000237487257
3.141124153137207,2.878771686298962,0.0005000000237487257
3.1226847171783447,2.847888974582448,0.0005000000237487257
3.072478437423706,2.819212806416068,0.0002500000118743628
3.0497036457061766,2.808681898576053,0.0002500000118743628
3.0501677989959717,2.788925835155548,0.0002500000118743628
3.1065512180328367,2.762218035478643,0.0002500000118743628
3.1756826400756837,2.758895686603485,0.0001250000059371814
3.1555474758148194,2.7330354471257663,0.0001250000059371814
3.135699653625488,2.729900170137538,6.25000029685907e-05
3.1396408081054688,2.7385263901980803,6.25000029685907e-05
3.058441972732544,2.7340880702523624,3.125000148429535e-05
